degrees,longitude,latitude,elevation_m
0.030304631,-118.7616058,39.47496603,1213
0.030582655,-118.7613277,39.47496692,1212
0.030860679,-118.7610497,39.47496782,1212
0.031138703,-118.7607717,39.47496871,1211
0.031416728,-118.7604937,39.47496961,1211
0.031694752,-118.7602156,39.47497051,1211
0.031972776,-118.7599376,39.4749714,1211
0.0322508,-118.7596596,39.4749723,1211
0.032528824,-118.7593816,39.47497319,1211
0.032806848,-118.7591036,39.47497409,1211
0.033084872,-118.7588255,39.47497498,1211
0.033362897,-118.7585475,39.47497588,1210
0.033640921,-118.7582695,39.47497678,1209
0.033918945,-118.7579915,39.47497767,1208
0.034196969,-118.7577134,39.47497857,1208
0.034474993,-118.7574354,39.47497946,1209
0.034753017,-118.7571574,39.47498036,1210
0.035031041,-118.7568794,39.47498126,1211
0.035309066,-118.7566014,39.47498215,1211
0.03558709,-118.7563233,39.47498305,1212
0.035865114,-118.7560453,39.47498394,1213
0.036143138,-118.7557673,39.47498484,1212
0.036421162,-118.7554893,39.47498573,1209
0.036699186,-118.7552112,39.47498663,1210
0.03697721,-118.7549332,39.47498753,1212
0.037255235,-118.7546552,39.47498842,1213
0.037533259,-118.7543772,39.47498932,1211
0.037811283,-118.7540992,39.47499021,1209
0.038089307,-118.7538211,39.47499111,1209
0.038367331,-118.7535431,39.47499201,1210
0.038645355,-118.7532651,39.4749929,1209
0.038923379,-118.7529871,39.4749938,1207
0.039201403,-118.752709,39.47499469,1206
0.039479428,-118.752431,39.47499559,1207
0.039757452,-118.752153,39.47499648,1208
0.040035476,-118.751875,39.47499738,1208
0.0403135,-118.7515969,39.47499828,1207
0.040591524,-118.7513189,39.47499917,1207
0.040869548,-118.7510409,39.47500007,1208
0.041147572,-118.7507629,39.47500096,1208
0.041425597,-118.7504849,39.47500186,1208
0.041703621,-118.7502068,39.47500276,1207
0.041981645,-118.7499288,39.47500365,1207
0.042259669,-118.7496508,39.47500455,1207
0.042537693,-118.7493728,39.47500544,1208
0.042815717,-118.7490947,39.47500634,1210
0.043093741,-118.7488167,39.47500723,1209
0.043371766,-118.7485387,39.47500813,1207
0.04364979,-118.7482607,39.47500903,1207
0.043927814,-118.7479827,39.47500992,1210
0.044205838,-118.7477046,39.47501082,1212
0.044483862,-118.7474266,39.47501171,1212
0.044761886,-118.7471486,39.47501261,1210
0.04503991,-118.7468706,39.47501351,1209
0.045317935,-118.7465925,39.4750144,1208
0.045595959,-118.7463145,39.4750153,1210
0.045873983,-118.7460365,39.47501619,1210
0.046152007,-118.7457585,39.47501709,1210
0.046430031,-118.7454804,39.47501798,1210
0.046708055,-118.7452024,39.47501888,1211
0.046986079,-118.7449244,39.47501978,1212
0.047264104,-118.7446464,39.47502067,1210
0.047542128,-118.7443684,39.47502157,1208
0.047820152,-118.7440903,39.47502246,1207
0.048098176,-118.7438123,39.47502336,1208
0.0483762,-118.7435343,39.47502426,1208
0.048654224,-118.7432563,39.47502515,1209
0.048932248,-118.7429782,39.47502605,1207
0.049210272,-118.7427002,39.47502694,1206
0.049488297,-118.7424222,39.47502784,1206
0.049766321,-118.7421442,39.47502874,1206
0.050044345,-118.7418662,39.47502963,1205
0.050322369,-118.7415881,39.47503053,1205
0.050600393,-118.7413101,39.47503142,1206
0.050878417,-118.7410321,39.47503232,1207
0.051156441,-118.7407541,39.47503321,1209
0.051434466,-118.740476,39.47503411,1209
0.05171249,-118.740198,39.47503501,1209
0.051990514,-118.73992,39.4750359,1208
0.052268538,-118.739642,39.4750368,1208
0.052546562,-118.7393639,39.47503769,1208
0.052824586,-118.7390859,39.47503859,1207
0.05310261,-118.7388079,39.47503949,1208
0.053380635,-118.7385299,39.47504038,1207
0.053658659,-118.7382519,39.47504128,1208
0.053936683,-118.7379738,39.47504217,1208
0.054214707,-118.7376958,39.47504307,1209
0.054492731,-118.7374178,39.47504396,1208
0.054770755,-118.7371398,39.47504486,1207
0.055048779,-118.7368617,39.47504576,1206
0.055326804,-118.7365837,39.47504665,1206
0.055604828,-118.7363057,39.47504755,1206
0.055882852,-118.7360277,39.47504844,1206
0.056160876,-118.7357497,39.47504934,1206
0.0564389,-118.7354716,39.47505024,1207
0.056716924,-118.7351936,39.47505113,1210
0.056994948,-118.7349156,39.47505203,1212
0.057272972,-118.7346376,39.47505292,1213
0.057550997,-118.7343595,39.47505382,1211
0.057829021,-118.7340815,39.47505471,1210
0.058107045,-118.7338035,39.47505561,1209
0.058385069,-118.7335255,39.47505651,1210
0.058663093,-118.7332474,39.4750574,1210
0.058941117,-118.7329694,39.4750583,1208
0.059219141,-118.7326914,39.47505919,1207
0.059497166,-118.7324134,39.47506009,1206
0.05977519,-118.7321354,39.47506099,1207
0.060053214,-118.7318573,39.47506188,1208
0.060331238,-118.7315793,39.47506278,1208
0.060609262,-118.7313013,39.47506367,1207
0.060887286,-118.7310233,39.47506457,1205
0.06116531,-118.7307452,39.47506546,1204
0.061443335,-118.7304672,39.47506636,1204
0.061721359,-118.7301892,39.47506726,1206
0.061999383,-118.7299112,39.47506815,1209
0.062277407,-118.7296332,39.47506905,1208
0.062555431,-118.7293551,39.47506994,1206
0.062833455,-118.7290771,39.47507084,1204
0.063111479,-118.7287991,39.47507174,1205
0.063389504,-118.7285211,39.47507263,1207
0.063667528,-118.728243,39.47507353,1208
0.063945552,-118.727965,39.47507442,1208
0.064223576,-118.727687,39.47507532,1207
0.0645016,-118.727409,39.47507622,1207
0.064779624,-118.7271309,39.47507711,1207
0.065057648,-118.7268529,39.47507801,1209
0.065335672,-118.7265749,39.4750789,1208
0.065613697,-118.7262969,39.4750798,1209
0.065891721,-118.7260189,39.47508069,1209
0.066169745,-118.7257408,39.47508159,1209
0.066447769,-118.7254628,39.47508249,1206
0.066725793,-118.7251848,39.47508338,1205
0.067003817,-118.7249068,39.47508428,1204
0.067281841,-118.7246287,39.47508517,1206
0.067559866,-118.7243507,39.47508607,1208
0.06783789,-118.7240727,39.47508697,1209
0.068115914,-118.7237947,39.47508786,1208
0.068393938,-118.7235167,39.47508876,1206
0.068671962,-118.7232386,39.47508965,1206
0.068949986,-118.7229606,39.47509055,1206
0.06922801,-118.7226826,39.47509144,1205
0.069506035,-118.7224046,39.47509234,1206
0.069784059,-118.7221265,39.47509324,1207
0.070062083,-118.7218485,39.47509413,1207
0.070340107,-118.7215705,39.47509503,1206
0.070618131,-118.7212925,39.47509592,1205
0.070896155,-118.7210144,39.47509682,1205
0.071174179,-118.7207364,39.47509772,1206
0.071452204,-118.7204584,39.47509861,1206
0.071730228,-118.7201804,39.47509951,1205
0.072008252,-118.7199024,39.4751004,1204
0.072286276,-118.7196243,39.4751013,1203
0.0725643,-118.7193463,39.47510219,1203
0.072842324,-118.7190683,39.47510309,1203
0.073120348,-118.7187903,39.47510399,1204
0.073398373,-118.7185122,39.47510488,1204
0.073676397,-118.7182342,39.47510578,1203
0.073954421,-118.7179562,39.47510667,1202
0.074232445,-118.7176782,39.47510757,1203
0.074510469,-118.7174002,39.47510847,1205
0.074788493,-118.7171221,39.47510936,1206
0.075066517,-118.7168441,39.47511026,1206
0.075344541,-118.7165661,39.47511115,1207
0.075622566,-118.7162881,39.47511205,1209
0.07590059,-118.71601,39.47511294,1210
0.076178614,-118.715732,39.47511384,1210
0.076456638,-118.715454,39.47511474,1210
0.076734662,-118.715176,39.47511563,1208
0.077012686,-118.714898,39.47511653,1208
0.07729071,-118.7146199,39.47511742,1206
0.077568735,-118.7143419,39.47511832,1206
0.077846759,-118.7140639,39.47511922,1206
0.078124783,-118.7137859,39.47512011,1205
0.078402807,-118.7135078,39.47512101,1204
0.078680831,-118.7132298,39.4751219,1204
0.078958855,-118.7129518,39.4751228,1206
0.079236879,-118.7126738,39.47512369,1205
0.079514904,-118.7123957,39.47512459,1204
0.079792928,-118.7121177,39.47512549,1203
0.080070952,-118.7118397,39.47512638,1203
0.080348976,-118.7115617,39.47512728,1204
0.080627,-118.7112837,39.47512817,1204
0.080905024,-118.7110056,39.47512907,1205
0.081183048,-118.7107276,39.47512997,1205
0.081461073,-118.7104496,39.47513086,1205
0.081739097,-118.7101716,39.47513176,1204
0.082017121,-118.7098935,39.47513265,1203
0.082295145,-118.7096155,39.47513355,1204
0.082573169,-118.7093375,39.47513445,1205
0.082851193,-118.7090595,39.47513534,1205
0.083129217,-118.7087815,39.47513624,1205
0.083407241,-118.7085034,39.47513713,1205
0.083685266,-118.7082254,39.47513803,1205
0.08396329,-118.7079474,39.47513892,1205
0.084241314,-118.7076694,39.47513982,1206
0.084519338,-118.7073913,39.47514072,1205
0.084797362,-118.7071133,39.47514161,1204
0.085075386,-118.7068353,39.47514251,1203
0.08535341,-118.7065573,39.4751434,1201
0.085631435,-118.7062792,39.4751443,1200
0.085909459,-118.7060012,39.4751452,1201
0.086187483,-118.7057232,39.47514609,1201
0.086465507,-118.7054452,39.47514699,1203
0.086743531,-118.7051672,39.47514788,1204
0.087021555,-118.7048891,39.47514878,1204
0.087299579,-118.7046111,39.47514967,1203
0.087577604,-118.7043331,39.47515057,1203
0.087855628,-118.7040551,39.47515147,1205
0.088133652,-118.703777,39.47515236,1204
0.088411676,-118.703499,39.47515326,1203
0.0886897,-118.703221,39.47515415,1203
0.088967724,-118.702943,39.47515505,1204
0.089245748,-118.702665,39.47515595,1204
0.089523773,-118.7023869,39.47515684,1204
0.089801797,-118.7021089,39.47515774,1203
0.090079821,-118.7018309,39.47515863,1202
0.090357845,-118.7015529,39.47515953,1202
0.090635869,-118.7012748,39.47516042,1202
0.090913893,-118.7009968,39.47516132,1202
0.091191917,-118.7007188,39.47516222,1202
0.091469941,-118.7004408,39.47516311,1203
0.091747966,-118.7001627,39.47516401,1204
0.09202599,-118.6998847,39.4751649,1203
0.092304014,-118.6996067,39.4751658,1205
0.092582038,-118.6993287,39.4751667,1207
0.092860062,-118.6990507,39.47516759,1207
0.093138086,-118.6987726,39.47516849,1207
0.09341611,-118.6984946,39.47516938,1205
0.093694135,-118.6982166,39.47517028,1204
0.093972159,-118.6979386,39.47517117,1204
0.094250183,-118.6976605,39.47517207,1204
0.094528207,-118.6973825,39.47517297,1203
0.094806231,-118.6971045,39.47517386,1204
0.095084255,-118.6968265,39.47517476,1205
0.095362279,-118.6965485,39.47517565,1204
0.095640304,-118.6962704,39.47517655,1203
0.095918328,-118.6959924,39.47517745,1203
0.096196352,-118.6957144,39.47517834,1203
0.096474376,-118.6954364,39.47517924,1203
0.0967524,-118.6951583,39.47518013,1202
0.097030424,-118.6948803,39.47518103,1202
0.097308448,-118.6946023,39.47518192,1202
0.097586473,-118.6943243,39.47518282,1203
0.097864497,-118.6940462,39.47518372,1203
0.098142521,-118.6937682,39.47518461,1204
0.098420545,-118.6934902,39.47518551,1204
0.098698569,-118.6932122,39.4751864,1203
0.098976593,-118.6929342,39.4751873,1203
0.099254617,-118.6926561,39.4751882,1204
0.099554799,-118.6923592,39.47514411,1204
0.09985498,-118.6920623,39.47510002,1205
0.100155162,-118.6917654,39.47505593,1204
0.100455343,-118.6914684,39.47501184,1203
0.100755525,-118.6911715,39.47496776,1201
0.101055707,-118.6908746,39.47492367,1200
0.101355888,-118.6905777,39.47487958,1200
0.101656289,-118.6902988,39.47476773,1200
0.101956691,-118.69002,39.47465589,1201
0.102257092,-118.6897412,39.47454404,1201
0.102557493,-118.6894624,39.4744322,1202
0.102857894,-118.6891836,39.47432035,1202
0.103158296,-118.6889048,39.47420851,1201
0.103458697,-118.688626,39.47409666,1202
0.103759098,-118.6883472,39.47398482,1202
0.104059499,-118.6880684,39.47387297,1202
0.104359901,-118.6877896,39.47376113,1202
0.104660302,-118.6875108,39.47364928,1202
0.104960703,-118.687232,39.47353744,1201
0.105261104,-118.6869532,39.47342559,1201
0.10560649,-118.6866513,39.47325785,1201
0.105951876,-118.6863494,39.4730901,1202
0.106297261,-118.6860475,39.47292236,1203
0.106642647,-118.6857455,39.47275462,1203
0.106988033,-118.6854436,39.47258687,1201
0.107333418,-118.6851417,39.47241913,1202
0.107678804,-118.6848398,39.47225139,1202
0.108047999,-118.6846109,39.4719617,1202
0.108417194,-118.684382,39.47167202,1203
0.10878639,-118.6841531,39.47138233,1204
0.109155585,-118.6839243,39.47109265,1203
0.10952478,-118.6836954,39.47080297,1203
0.109834807,-118.6835603,39.47052389,1203
0.110144834,-118.6834253,39.47024481,1203
0.110454862,-118.6832903,39.46996573,1203
0.110764889,-118.6831553,39.46968665,1204
0.111074916,-118.6830202,39.46940757,1204
0.111384944,-118.6828852,39.4691285,1204
0.111694971,-118.6827502,39.46884942,1204
0.112004998,-118.6826152,39.46857034,1203
0.112315026,-118.6824801,39.46829126,1203
0.112625053,-118.6823451,39.46801218,1203
0.11293508,-118.6822101,39.4677331,1204
0.113245108,-118.682075,39.46745402,1203
0.113555135,-118.68194,39.46717495,1202
0.113865162,-118.681805,39.46689587,1203
0.114175189,-118.68167,39.46661679,1203
0.114485217,-118.6815349,39.46633771,1203
0.114795244,-118.6813999,39.46605863,1203
0.115105271,-118.6812649,39.46577955,1204
0.115415299,-118.6811299,39.46550048,1204
0.115725326,-118.6809948,39.4652214,1204
0.116035353,-118.6808598,39.46494232,1205
0.116345381,-118.6807248,39.46466324,1207
0.116655408,-118.6805898,39.46438416,1204
0.116965435,-118.6804547,39.46410508,1204
0.117275463,-118.6803197,39.46382601,1202
0.11758549,-118.6801847,39.46354693,1202
0.117895517,-118.6800496,39.46326785,1201
0.118205545,-118.6799146,39.46298877,1200
0.118515572,-118.6797796,39.46270969,1203
0.118825599,-118.6796446,39.46243061,1206
0.119135626,-118.6795095,39.46215153,1204
0.119445654,-118.6793745,39.46187246,1204
0.119755681,-118.6792395,39.46159338,1205
0.120065708,-118.6791045,39.4613143,1205
0.120375736,-118.6789694,39.46103522,1205
0.120685763,-118.6788344,39.46075614,1204
0.12099579,-118.6786994,39.46047706,1202
0.121305818,-118.6785644,39.46019799,1203
0.121615845,-118.6784293,39.45991891,1201
0.121925872,-118.6782943,39.45963983,1201
0.1222359,-118.6781593,39.45936075,1201
0.122545927,-118.6780243,39.45908167,1201
0.122855954,-118.6778892,39.45880259,1201
0.123165981,-118.6777542,39.45852352,1201
0.123476009,-118.6776192,39.45824444,1202
0.123786036,-118.6774841,39.45796536,1201
0.124096063,-118.6773491,39.45768628,1200
0.124406091,-118.6772141,39.4574072,1200
0.124716118,-118.6770791,39.45712812,1201
0.125026145,-118.676944,39.45684904,1202
0.125336173,-118.676809,39.45656997,1202
0.1256462,-118.676674,39.45629089,1202
0.125956227,-118.676539,39.45601181,1202
0.126266255,-118.6764039,39.45573273,1204
0.126576282,-118.6762689,39.45545365,1203
0.126886309,-118.6761339,39.45517457,1203
0.127196337,-118.6759989,39.4548955,1203
0.127506364,-118.6758638,39.45461642,1203
0.127816391,-118.6757288,39.45433734,1203
0.128126418,-118.6755938,39.45405826,1203
0.128436446,-118.6754587,39.45377918,1201
0.128746473,-118.6753237,39.4535001,1201
0.1290565,-118.6751887,39.45322103,1201
0.129366528,-118.6750537,39.45294195,1202
0.129676555,-118.6749186,39.45266287,1201
0.129986582,-118.6747836,39.45238379,1200
0.13029661,-118.6746486,39.45210471,1201
0.130606637,-118.6745136,39.45182563,1202
0.130916664,-118.6743785,39.45154656,1203
0.131226692,-118.6742435,39.45126748,1204
0.131536719,-118.6741085,39.4509884,1204
0.131846746,-118.6739735,39.45070932,1201
0.132156773,-118.6738384,39.45043024,1199
0.132466801,-118.6737034,39.45015116,1199
0.132776828,-118.6735684,39.44987208,1201
0.133086855,-118.6734333,39.44959301,1200
0.133396883,-118.6732983,39.44931393,1200
0.13370691,-118.6731633,39.44903485,1200
0.134016937,-118.6730283,39.44875577,1199
0.134326965,-118.6728932,39.44847669,1198
0.134636992,-118.6727582,39.44819761,1199
0.134947019,-118.6726232,39.44791854,1199
0.135257047,-118.6724882,39.44763946,1197
0.135567074,-118.6723531,39.44736038,1201
0.135877101,-118.6722181,39.4470813,1201
0.136187129,-118.6720831,39.44680222,1199
0.136497156,-118.6719481,39.44652314,1200
0.136807183,-118.671813,39.44624407,1200
0.13711721,-118.671678,39.44596499,1199
0.137427238,-118.671543,39.44568591,1199
0.137737265,-118.6714079,39.44540683,1199
0.138047292,-118.6712729,39.44512775,1199
0.13835732,-118.6711379,39.44484867,1200
0.138667347,-118.6710029,39.44456959,1200
0.138977374,-118.6708678,39.44429052,1201
0.139287402,-118.6707328,39.44401144,1200
0.139597429,-118.6705978,39.44373236,1200
0.139907456,-118.6704628,39.44345328,1201
0.140217484,-118.6703277,39.4431742,1200
0.140527511,-118.6701927,39.44289512,1200
0.140837538,-118.6700577,39.44261605,1201
0.141147565,-118.6699227,39.44233697,1202
0.141457593,-118.6697876,39.44205789,1202
0.14176762,-118.6696526,39.44177881,1201
0.142077647,-118.6695176,39.44149973,1199
0.142387675,-118.6693826,39.44122065,1199
0.142697702,-118.6692475,39.44094158,1199
0.143007729,-118.6691125,39.4406625,1201
0.143317757,-118.6689775,39.44038342,1202
0.143627784,-118.6688424,39.44010434,1203
0.143937811,-118.6687074,39.43982526,1202
0.144247839,-118.6685724,39.43954618,1201
0.144557866,-118.6684374,39.4392671,1200
0.144867893,-118.6683023,39.43898803,1199
0.14517792,-118.6681673,39.43870895,1200
0.145487948,-118.6680323,39.43842987,1202
0.145797975,-118.6678973,39.43815079,1203
0.146108002,-118.6677622,39.43787171,1202
0.14641803,-118.6676272,39.43759263,1200
0.146728057,-118.6674922,39.43731356,1199
0.147038084,-118.6673572,39.43703448,1200
0.147348112,-118.6672221,39.4367554,1201
0.147658139,-118.6670871,39.43647632,1202
0.147968166,-118.6669521,39.43619724,1204
0.148278194,-118.666817,39.43591816,1204
0.148588221,-118.666682,39.43563909,1204
0.148898248,-118.666547,39.43536001,1204
0.149208276,-118.666412,39.43508093,1202
0.149518303,-118.6662769,39.43480185,1200
0.14982833,-118.6661419,39.43452277,1199
0.150138357,-118.6660069,39.43424369,1199
0.150448385,-118.6658719,39.43396462,1199
0.150758412,-118.6657368,39.43368554,1199
0.151068439,-118.6656018,39.43340646,1200
0.151378467,-118.6654668,39.43312738,1200
0.151688494,-118.6653318,39.4328483,1202
0.151998521,-118.6651967,39.43256922,1201
0.152308549,-118.6650617,39.43229014,1199
0.152618576,-118.6649267,39.43201107,1200
0.152928603,-118.6647916,39.43173199,1201
0.153238631,-118.6646566,39.43145291,1202
0.153548658,-118.6645216,39.43117383,1204
0.153858685,-118.6643866,39.43089475,1205
0.154168712,-118.6642515,39.43061567,1201
0.15447874,-118.6641165,39.4303366,1201
0.154788767,-118.6639815,39.43005752,1200
0.155098794,-118.6638465,39.42977844,1199
0.155408822,-118.6637114,39.42949936,1198
0.155718849,-118.6635764,39.42922028,1199
0.156028876,-118.6634414,39.4289412,1199
0.156338904,-118.6633064,39.42866213,1200
0.156648931,-118.6631713,39.42838305,1200
0.156958958,-118.6630363,39.42810397,1201
0.157268986,-118.6629013,39.42782489,1200
0.157579013,-118.6627662,39.42754581,1200
0.15788904,-118.6626312,39.42726673,1201
0.158199068,-118.6624962,39.42698765,1202
0.158509095,-118.6623612,39.42670858,1202
0.158819122,-118.6622261,39.4264295,1200
0.159129149,-118.6620911,39.42615042,1199
0.159439177,-118.6619561,39.42587134,1199
0.159749204,-118.6618211,39.42559226,1199
0.160059231,-118.661686,39.42531318,1200
0.160369259,-118.661551,39.42503411,1201
0.160679286,-118.661416,39.42475503,1202
0.160989313,-118.661281,39.42447595,1203
0.161299341,-118.6611459,39.42419687,1204
0.161609368,-118.6610109,39.42391779,1201
0.161919395,-118.6608759,39.42363871,1199
0.162229423,-118.6607409,39.42335964,1200
0.16253945,-118.6606058,39.42308056,1200
0.162849477,-118.6604708,39.42280148,1199
0.163159504,-118.6603358,39.4225224,1198
0.163469532,-118.6602007,39.42224332,1199
0.163779559,-118.6600657,39.42196424,1197
0.164089586,-118.6599307,39.42168517,1196
0.164399614,-118.6597957,39.42140609,1198
0.164709641,-118.6596606,39.42112701,1199
0.165019668,-118.6595256,39.42084793,1198
0.165329696,-118.6593906,39.42056885,1199
0.165639723,-118.6592556,39.42028977,1198
0.16594975,-118.6591205,39.42001069,1196
0.166259778,-118.6589855,39.41973162,1196
0.166569805,-118.6588505,39.41945254,1197
0.166879832,-118.6587155,39.41917346,1197
0.167189859,-118.6585804,39.41889438,1198
0.167499887,-118.6584454,39.4186153,1198
0.167809914,-118.6583104,39.41833622,1199
0.168119941,-118.6581753,39.41805715,1197
0.168429969,-118.6580403,39.41777807,1196
0.168739996,-118.6579053,39.41749899,1198
0.169050023,-118.6577703,39.41721991,1200
0.169360051,-118.6576352,39.41694083,1199
0.169670078,-118.6575002,39.41666175,1196
0.169980105,-118.6573652,39.41638268,1195
0.170290133,-118.6572302,39.4161036,1197
0.17060016,-118.6570951,39.41582452,1196
0.170910187,-118.6569601,39.41554544,1195
0.17122322,-118.6568225,39.41526426,1196
0.171536253,-118.656685,39.41498308,1198
0.171849286,-118.6565474,39.41470189,1198
0.17216232,-118.6564098,39.41442071,1198
0.172475353,-118.6562722,39.41413953,1198
0.172788386,-118.6561347,39.41385835,1198
0.173101419,-118.6559971,39.41357716,1197
0.173414452,-118.6558595,39.41329598,1198
0.173727485,-118.655722,39.4130148,1199
0.174040518,-118.6555844,39.41273362,1200
0.174353551,-118.6554468,39.41245244,1200
0.174666584,-118.6553092,39.41217125,1202
0.174979617,-118.6551717,39.41189007,1202
0.17529265,-118.6550341,39.41160889,1201
0.175605683,-118.6548965,39.41132771,1202
0.175918716,-118.6547589,39.41104653,1203
0.17623175,-118.6546214,39.41076534,1201
0.176544783,-118.6544838,39.41048416,1199
0.176857816,-118.6543462,39.41020298,1198
0.177170849,-118.6542086,39.4099218,1198
0.177483882,-118.6540711,39.40964061,1199
0.177796915,-118.6539335,39.40935943,1200
0.178109948,-118.6537959,39.40907825,1200
0.178422981,-118.6536584,39.40879707,1200
0.178736014,-118.6535208,39.40851589,1202
0.179049047,-118.6533832,39.4082347,1201
0.17936208,-118.6532456,39.40795352,1200
0.179675113,-118.6531081,39.40767234,1198
0.179988147,-118.6529705,39.40739116,1200
0.18030118,-118.6528329,39.40710998,1200
0.180614213,-118.6526953,39.40682879,1201
0.180927246,-118.6525578,39.40654761,1201
0.181240279,-118.6524202,39.40626643,1202
0.181553312,-118.6522826,39.40598525,1201
0.181866345,-118.6521451,39.40570406,1202
0.182179378,-118.6520075,39.40542288,1202
0.182492411,-118.6518699,39.4051417,1203
0.182805444,-118.6517323,39.40486052,1202
0.183118477,-118.6515948,39.40457934,1199
0.18343151,-118.6514572,39.40429815,1199
0.183744544,-118.6513196,39.40401697,1201
0.184057577,-118.651182,39.40373579,1201
0.18437061,-118.6510445,39.40345461,1202
0.184683643,-118.6509069,39.40317343,1201
0.184996676,-118.6507693,39.40289224,1200
0.185309709,-118.6506318,39.40261106,1200
0.185622742,-118.6504942,39.40232988,1199
0.185935775,-118.6503566,39.4020487,1199
0.186248808,-118.650219,39.40176751,1200
